province,male,agegroup,income,education,n,cell_prop_of_division_total
New Brunswick,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,3,0.0023219814241486067
New Brunswick,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,2,0.0015479876160990713
New Brunswick,1,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
New Brunswick,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,1,0.00077399380804953565
New Brunswick,1,ages45to54,"$100,000 to $ 124,999",Some College,2,0.0015479876160990713
New Brunswick,1,ages45to54,"$100,000 to $ 124,999",Some University,0,0
New Brunswick,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,1,0.00077399380804953565
New Brunswick,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,2,0.0015479876160990713
New Brunswick,1,ages45to54,"$125,000 and more",No Highschool,0,0
New Brunswick,1,ages45to54,"$125,000 and more",Completed Highschool,1,0.00077399380804953565
New Brunswick,1,ages45to54,"$125,000 and more",Some College,1,0.00077399380804953565
New Brunswick,1,ages45to54,"$125,000 and more",Some University,0,0
New Brunswick,1,ages45to54,"$125,000 and more",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,1,ages45to54,"$125,000 and more",Degree above Bachelor's,2,0.0015479876160990713
Newfoundland and Labrador,0,ages45to54,"Less than $25,000",No Highschool,12,0.011385199240986717
Newfoundland and Labrador,0,ages45to54,"Less than $25,000",Completed Highschool,10,0.009487666034155597
Newfoundland and Labrador,0,ages45to54,"Less than $25,000",Some College,15,0.014231499051233396
Newfoundland and Labrador,0,ages45to54,"Less than $25,000",Some University,0,0
Newfoundland and Labrador,0,ages45to54,"Less than $25,000",Bachelor's Degree,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"Less than $25,000",Degree above Bachelor's,0,0
Newfoundland and Labrador,0,ages45to54,"$25,000 to $49,999",No Highschool,2,0.0018975332068311196
Newfoundland and Labrador,0,ages45to54,"$25,000 to $49,999",Completed Highschool,8,0.007590132827324478
Newfoundland and Labrador,0,ages45to54,"$25,000 to $49,999",Some College,15,0.014231499051233396
Newfoundland and Labrador,0,ages45to54,"$25,000 to $49,999",Some University,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,3,0.0028462998102466793
Newfoundland and Labrador,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$50,000 to $74,999",No Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$50,000 to $74,999",Completed Highschool,2,0.0018975332068311196
Newfoundland and Labrador,0,ages45to54,"$50,000 to $74,999",Some College,16,0.015180265654648957
Newfoundland and Labrador,0,ages45to54,"$50,000 to $74,999",Some University,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,3,0.0028462998102466793
Newfoundland and Labrador,0,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Newfoundland and Labrador,0,ages45to54,"$75,000 to $99,999",Completed Highschool,2,0.0018975332068311196
Newfoundland and Labrador,0,ages45to54,"$75,000 to $99,999",Some College,7,0.006641366223908918
Newfoundland and Labrador,0,ages45to54,"$75,000 to $99,999",Some University,0,0
Newfoundland and Labrador,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,2,0.0018975332068311196
Newfoundland and Labrador,0,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,4,0.003795066413662239
Newfoundland and Labrador,0,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Newfoundland and Labrador,0,ages45to54,"$100,000 to $ 124,999",Completed Highschool,0,0
Newfoundland and Labrador,0,ages45to54,"$100,000 to $ 124,999",Some College,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$100,000 to $ 124,999",Some University,0,0
Newfoundland and Labrador,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$125,000 and more",No Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$125,000 and more",Completed Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$125,000 and more",Some College,0,0
Newfoundland and Labrador,0,ages45to54,"$125,000 and more",Some University,0,0
Newfoundland and Labrador,0,ages45to54,"$125,000 and more",Bachelor's Degree,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages45to54,"$125,000 and more",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages45to54,"Less than $25,000",No Highschool,7,0.006641366223908918
Newfoundland and Labrador,1,ages45to54,"Less than $25,000",Completed Highschool,3,0.0028462998102466793
Newfoundland and Labrador,1,ages45to54,"Less than $25,000",Some College,2,0.0018975332068311196
Newfoundland and Labrador,1,ages45to54,"Less than $25,000",Some University,0,0
Newfoundland and Labrador,1,ages45to54,"Less than $25,000",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages45to54,"Less than $25,000",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages45to54,"$25,000 to $49,999",No Highschool,7,0.006641366223908918
Newfoundland and Labrador,1,ages45to54,"$25,000 to $49,999",Completed Highschool,5,0.004743833017077799
Newfoundland and Labrador,1,ages45to54,"$25,000 to $49,999",Some College,4,0.003795066413662239
Newfoundland and Labrador,1,ages45to54,"$25,000 to $49,999",Some University,0,0
Newfoundland and Labrador,1,ages45to54,"$25,000 to $49,999",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages45to54,"$50,000 to $74,999",No Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages45to54,"$50,000 to $74,999",Completed Highschool,4,0.003795066413662239
Newfoundland and Labrador,1,ages45to54,"$50,000 to $74,999",Some College,10,0.009487666034155597
Newfoundland and Labrador,1,ages45to54,"$50,000 to $74,999",Some University,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages45to54,"$75,000 to $99,999",No Highschool,2,0.0018975332068311196
Newfoundland and Labrador,1,ages45to54,"$75,000 to $99,999",Completed Highschool,2,0.0018975332068311196
Newfoundland and Labrador,1,ages45to54,"$75,000 to $99,999",Some College,3,0.0028462998102466793
Newfoundland and Labrador,1,ages45to54,"$75,000 to $99,999",Some University,0,0
Newfoundland and Labrador,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,5,0.004743833017077799
Newfoundland and Labrador,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages45to54,"$100,000 to $ 124,999",No Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,2,0.0018975332068311196
Newfoundland and Labrador,1,ages45to54,"$100,000 to $ 124,999",Some College,4,0.003795066413662239
Newfoundland and Labrador,1,ages45to54,"$100,000 to $ 124,999",Some University,0,0
Newfoundland and Labrador,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages45to54,"$125,000 and more",No Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages45to54,"$125,000 and more",Completed Highschool,0,0
Newfoundland and Labrador,1,ages45to54,"$125,000 and more",Some College,4,0.003795066413662239
Newfoundland and Labrador,1,ages45to54,"$125,000 and more",Some University,0,0
Newfoundland and Labrador,1,ages45to54,"$125,000 and more",Bachelor's Degree,3,0.0028462998102466793
Newfoundland and Labrador,1,ages45to54,"$125,000 and more",Degree above Bachelor's,3,0.0028462998102466793
Nova Scotia,0,ages45to54,"Less than $25,000",No Highschool,5,0.003604902667627974
Nova Scotia,0,ages45to54,"Less than $25,000",Completed Highschool,11,0.007930785868781542
Nova Scotia,0,ages45to54,"Less than $25,000",Some College,8,0.005767844268204758
Nova Scotia,0,ages45to54,"Less than $25,000",Some University,4,0.002883922134102379
Nova Scotia,0,ages45to54,"Less than $25,000",Bachelor's Degree,6,0.004325883201153569
Nova Scotia,0,ages45to54,"Less than $25,000",Degree above Bachelor's,1,7.209805335255948e-4
Nova Scotia,0,ages45to54,"$25,000 to $49,999",No Highschool,3,0.0021629416005767843
Nova Scotia,0,ages45to54,"$25,000 to $49,999",Completed Highschool,8,0.005767844268204758
Nova Scotia,0,ages45to54,"$25,000 to $49,999",Some College,17,0.012256669069935111
Nova Scotia,0,ages45to54,"$25,000 to $49,999",Some University,0,0
Nova Scotia,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,3,0.0021629416005767843
Nova Scotia,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,2,0.0014419610670511895
Nova Scotia,0,ages45to54,"$50,000 to $74,999",No Highschool,1,7.209805335255948e-4
Nova Scotia,0,ages45to54,"$50,000 to $74,999",Completed Highschool,0,0
Nova Scotia,0,ages45to54,"$50,000 to $74,999",Some College,6,0.004325883201153569
Nova Scotia,0,ages45to54,"$50,000 to $74,999",Some University,0,0
Nova Scotia,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,7,0.005046863734679163
Nova Scotia,0,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,2,0.0014419610670511895
Nova Scotia,0,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Nova Scotia,0,ages45to54,"$75,000 to $99,999",Completed Highschool,2,0.0014419610670511895
Nova Scotia,0,ages45to54,"$75,000 to $99,999",Some College,0,0
Nova Scotia,0,ages45to54,"$75,000 to $99,999",Some University,1,7.209805335255948e-4
Nova Scotia,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,6,0.004325883201153569
Nova Scotia,0,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,3,0.0021629416005767843
Nova Scotia,0,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Nova Scotia,0,ages45to54,"$100,000 to $ 124,999",Completed Highschool,0,0
Nova Scotia,0,ages45to54,"$100,000 to $ 124,999",Some College,0,0
Nova Scotia,0,ages45to54,"$100,000 to $ 124,999",Some University,0,0
Nova Scotia,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,4,0.002883922134102379
Nova Scotia,0,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,1,7.209805335255948e-4
Nova Scotia,0,ages45to54,"$125,000 and more",No Highschool,0,0
Nova Scotia,0,ages45to54,"$125,000 and more",Completed Highschool,1,7.209805335255948e-4
Nova Scotia,0,ages45to54,"$125,000 and more",Some College,0,0
Nova Scotia,0,ages45to54,"$125,000 and more",Some University,0,0
Nova Scotia,0,ages45to54,"$125,000 and more",Bachelor's Degree,1,7.209805335255948e-4
Nova Scotia,0,ages45to54,"$125,000 and more",Degree above Bachelor's,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"Less than $25,000",No Highschool,2,0.0014419610670511895
Nova Scotia,1,ages45to54,"Less than $25,000",Completed Highschool,4,0.002883922134102379
Nova Scotia,1,ages45to54,"Less than $25,000",Some College,8,0.005767844268204758
Nova Scotia,1,ages45to54,"Less than $25,000",Some University,0,0
Nova Scotia,1,ages45to54,"Less than $25,000",Bachelor's Degree,4,0.002883922134102379
Nova Scotia,1,ages45to54,"Less than $25,000",Degree above Bachelor's,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"$25,000 to $49,999",No Highschool,4,0.002883922134102379
Nova Scotia,1,ages45to54,"$25,000 to $49,999",Completed Highschool,8,0.005767844268204758
Nova Scotia,1,ages45to54,"$25,000 to $49,999",Some College,11,0.007930785868781542
Nova Scotia,1,ages45to54,"$25,000 to $49,999",Some University,0,0
Nova Scotia,1,ages45to54,"$25,000 to $49,999",Bachelor's Degree,4,0.002883922134102379
Nova Scotia,1,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"$50,000 to $74,999",No Highschool,2,0.0014419610670511895
Nova Scotia,1,ages45to54,"$50,000 to $74,999",Completed Highschool,4,0.002883922134102379
Nova Scotia,1,ages45to54,"$50,000 to $74,999",Some College,17,0.012256669069935111
Nova Scotia,1,ages45to54,"$50,000 to $74,999",Some University,0,0
Nova Scotia,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,5,0.003604902667627974
Nova Scotia,1,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,5,0.003604902667627974
Nova Scotia,1,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Nova Scotia,1,ages45to54,"$75,000 to $99,999",Completed Highschool,2,0.0014419610670511895
Nova Scotia,1,ages45to54,"$75,000 to $99,999",Some College,2,0.0014419610670511895
Nova Scotia,1,ages45to54,"$75,000 to $99,999",Some University,0,0
Nova Scotia,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,3,0.0021629416005767843
Nova Scotia,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Nova Scotia,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"$100,000 to $ 124,999",Some College,3,0.0021629416005767843
Nova Scotia,1,ages45to54,"$100,000 to $ 124,999",Some University,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,2,0.0014419610670511895
Nova Scotia,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,3,0.0021629416005767843
Nova Scotia,1,ages45to54,"$125,000 and more",No Highschool,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"$125,000 and more",Completed Highschool,1,7.209805335255948e-4
Nova Scotia,1,ages45to54,"$125,000 and more",Some College,2,0.0014419610670511895
Nova Scotia,1,ages45to54,"$125,000 and more",Some University,0,0
Nova Scotia,1,ages45to54,"$125,000 and more",Bachelor's Degree,2,0.0014419610670511895
Nova Scotia,1,ages45to54,"$125,000 and more",Degree above Bachelor's,2,0.0014419610670511895
Ontario,0,ages45to54,"Less than $25,000",No Highschool,11,0.002039302929180571
Ontario,0,ages45to54,"Less than $25,000",Completed Highschool,32,0.005932517612161661
Ontario,0,ages45to54,"Less than $25,000",Some College,43,0.007971820541342232
Ontario,0,ages45to54,"Less than $25,000",Some University,2,3.707823507601038e-4
Ontario,0,ages45to54,"Less than $25,000",Bachelor's Degree,24,0.004449388209121246
Ontario,0,ages45to54,"Less than $25,000",Degree above Bachelor's,9,0.0016685205784204673
Ontario,0,ages45to54,"$25,000 to $49,999",No Highschool,5,9.269558769002596e-4
Ontario,0,ages45to54,"$25,000 to $49,999",Completed Highschool,38,0.0070448646644419724
Ontario,0,ages45to54,"$25,000 to $49,999",Some College,59,0.010938079347423062
Ontario,0,ages45to54,"$25,000 to $49,999",Some University,5,9.269558769002596e-4
Ontario,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,14,0.0025954764553207266
Ontario,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,20,0.0037078235076010383
Ontario,0,ages45to54,"$50,000 to $74,999",No Highschool,1,1.853911753800519e-4
Ontario,0,ages45to54,"$50,000 to $74,999",Completed Highschool,18,0.0033370411568409346
Ontario,0,ages45to54,"$50,000 to $74,999",Some College,49,0.009084167593622544
Ontario,0,ages45to54,"$50,000 to $74,999",Some University,1,1.853911753800519e-4
Ontario,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,24,0.004449388209121246
Ontario,0,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,5,9.269558769002596e-4
Ontario,0,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Completed Highschool,9,0.0016685205784204673
Ontario,0,ages45to54,"$75,000 to $99,999",Some College,16,0.0029662588060808304
Ontario,0,ages45to54,"$75,000 to $99,999",Some University,1,1.853911753800519e-4
Ontario,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,30,0.0055617352614015575
Ontario,0,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,10,0.0018539117538005192
Ontario,0,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Ontario,0,ages45to54,"$100,000 to $ 124,999",Completed Highschool,2,3.707823507601038e-4
Ontario,0,ages45to54,"$100,000 to $ 124,999",Some College,4,7.415647015202076e-4
Ontario,0,ages45to54,"$100,000 to $ 124,999",Some University,2,3.707823507601038e-4
Ontario,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,12,0.002224694104560623
Ontario,0,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,7,0.0012977382276603633
Ontario,0,ages45to54,"$125,000 and more",No Highschool,0,0
Ontario,0,ages45to54,"$125,000 and more",Completed Highschool,0,0
Ontario,0,ages45to54,"$125,000 and more",Some College,3,5.561735261401557e-4
Ontario,0,ages45to54,"$125,000 and more",Some University,0,0
Ontario,0,ages45to54,"$125,000 and more",Bachelor's Degree,12,0.002224694104560623
Ontario,0,ages45to54,"$125,000 and more",Degree above Bachelor's,10,0.0018539117538005192
Ontario,1,ages45to54,"Less than $25,000",No Highschool,6,0.0011123470522803114
Ontario,1,ages45to54,"Less than $25,000",Completed Highschool,22,0.004078605858361142
Ontario,1,ages45to54,"Less than $25,000",Some College,16,0.0029662588060808304
Ontario,1,ages45to54,"Less than $25,000",Some University,1,1.853911753800519e-4
Ontario,1,ages45to54,"Less than $25,000",Bachelor's Degree,13,0.002410085279940675
Ontario,1,ages45to54,"Less than $25,000",Degree above Bachelor's,6,0.0011123470522803114
Ontario,1,ages45to54,"$25,000 to $49,999",No Highschool,3,5.561735261401557e-4
Ontario,1,ages45to54,"$25,000 to $49,999",Completed Highschool,23,0.004263997033741194
Ontario,1,ages45to54,"$25,000 to $49,999",Some College,25,0.0046347793845012975
Ontario,1,ages45to54,"$25,000 to $49,999",Some University,3,5.561735261401557e-4
Ontario,1,ages45to54,"$25,000 to $49,999",Bachelor's Degree,21,0.00389321468298109
Ontario,1,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,7,0.0012977382276603633
Ontario,1,ages45to54,"$50,000 to $74,999",No Highschool,4,7.415647015202076e-4
Ontario,1,ages45to54,"$50,000 to $74,999",Completed Highschool,28,0.005190952910641453
Ontario,1,ages45to54,"$50,000 to $74,999",Some College,25,0.0046347793845012975
Ontario,1,ages45to54,"$50,000 to $74,999",Some University,0,0
Ontario,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,17,0.0031516499814608825
Ontario,1,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,5,9.269558769002596e-4
Ontario,1,ages45to54,"$75,000 to $99,999",No Highschool,2,3.707823507601038e-4
Ontario,1,ages45to54,"$75,000 to $99,999",Completed Highschool,17,0.0031516499814608825
Ontario,1,ages45to54,"$75,000 to $99,999",Some College,24,0.004449388209121246
Ontario,1,ages45to54,"$75,000 to $99,999",Some University,5,9.269558769002596e-4
Ontario,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,22,0.004078605858361142
Ontario,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,9,0.0016685205784204673
Ontario,1,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Ontario,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,5,9.269558769002596e-4
Ontario,1,ages45to54,"$100,000 to $ 124,999",Some College,15,0.0027808676307007787
Ontario,1,ages45to54,"$100,000 to $ 124,999",Some University,1,1.853911753800519e-4
Ontario,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,13,0.002410085279940675
Ontario,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,9,0.0016685205784204673
Ontario,1,ages45to54,"$125,000 and more",No Highschool,1,1.853911753800519e-4
Ontario,1,ages45to54,"$125,000 and more",Completed Highschool,3,5.561735261401557e-4
Ontario,1,ages45to54,"$125,000 and more",Some College,7,0.0012977382276603633
Ontario,1,ages45to54,"$125,000 and more",Some University,2,3.707823507601038e-4
Ontario,1,ages45to54,"$125,000 and more",Bachelor's Degree,21,0.00389321468298109
Ontario,1,ages45to54,"$125,000 and more",Degree above Bachelor's,18,0.0033370411568409346
Prince Edward Island,0,ages45to54,"Less than $25,000",No Highschool,5,0.007374631268436578
Prince Edward Island,0,ages45to54,"Less than $25,000",Completed Highschool,5,0.007374631268436578
Prince Edward Island,0,ages45to54,"Less than $25,000",Some College,3,0.004424778761061947
Prince Edward Island,0,ages45to54,"Less than $25,000",Some University,0,0
Prince Edward Island,0,ages45to54,"Less than $25,000",Bachelor's Degree,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"Less than $25,000",Degree above Bachelor's,0,0
Prince Edward Island,0,ages45to54,"$25,000 to $49,999",No Highschool,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$25,000 to $49,999",Completed Highschool,4,0.0058997050147492625
Prince Edward Island,0,ages45to54,"$25,000 to $49,999",Some College,12,0.017699115044247787
Prince Edward Island,0,ages45to54,"$25,000 to $49,999",Some University,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$50,000 to $74,999",No Highschool,0,0
Prince Edward Island,0,ages45to54,"$50,000 to $74,999",Completed Highschool,3,0.004424778761061947
Prince Edward Island,0,ages45to54,"$50,000 to $74,999",Some College,7,0.01032448377581121
Prince Edward Island,0,ages45to54,"$50,000 to $74,999",Some University,0,0
Prince Edward Island,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,4,0.0058997050147492625
Prince Edward Island,0,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Prince Edward Island,0,ages45to54,"$75,000 to $99,999",Completed Highschool,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$75,000 to $99,999",Some College,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$75,000 to $99,999",Some University,0,0
Prince Edward Island,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,2,0.0029498525073746312
Prince Edward Island,0,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Prince Edward Island,0,ages45to54,"$100,000 to $ 124,999",Completed Highschool,0,0
Prince Edward Island,0,ages45to54,"$100,000 to $ 124,999",Some College,0,0
Prince Edward Island,0,ages45to54,"$100,000 to $ 124,999",Some University,0,0
Prince Edward Island,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,1,0.0014749262536873156
Prince Edward Island,0,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,3,0.004424778761061947
Prince Edward Island,0,ages45to54,"$125,000 and more",No Highschool,0,0
Prince Edward Island,0,ages45to54,"$125,000 and more",Completed Highschool,0,0
Prince Edward Island,0,ages45to54,"$125,000 and more",Some College,0,0
Prince Edward Island,0,ages45to54,"$125,000 and more",Some University,0,0
Prince Edward Island,0,ages45to54,"$125,000 and more",Bachelor's Degree,0,0
Prince Edward Island,0,ages45to54,"$125,000 and more",Degree above Bachelor's,0,0
Prince Edward Island,1,ages45to54,"Less than $25,000",No Highschool,0,0
Prince Edward Island,1,ages45to54,"Less than $25,000",Completed Highschool,4,0.0058997050147492625
Prince Edward Island,1,ages45to54,"Less than $25,000",Some College,4,0.0058997050147492625
Prince Edward Island,1,ages45to54,"Less than $25,000",Some University,0,0
Prince Edward Island,1,ages45to54,"Less than $25,000",Bachelor's Degree,2,0.0029498525073746312
Prince Edward Island,1,ages45to54,"Less than $25,000",Degree above Bachelor's,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$25,000 to $49,999",No Highschool,6,0.008849557522123894
Prince Edward Island,1,ages45to54,"$25,000 to $49,999",Completed Highschool,3,0.004424778761061947
Prince Edward Island,1,ages45to54,"$25,000 to $49,999",Some College,2,0.0029498525073746312
Prince Edward Island,1,ages45to54,"$25,000 to $49,999",Some University,0,0
Prince Edward Island,1,ages45to54,"$25,000 to $49,999",Bachelor's Degree,0,0
Prince Edward Island,1,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,0,0
Prince Edward Island,1,ages45to54,"$50,000 to $74,999",No Highschool,2,0.0029498525073746312
Prince Edward Island,1,ages45to54,"$50,000 to $74,999",Completed Highschool,4,0.0058997050147492625
Prince Edward Island,1,ages45to54,"$50,000 to $74,999",Some College,6,0.008849557522123894
Prince Edward Island,1,ages45to54,"$50,000 to $74,999",Some University,0,0
Prince Edward Island,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,0,0
Prince Edward Island,1,ages45to54,"$75,000 to $99,999",No Highschool,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$75,000 to $99,999",Completed Highschool,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$75,000 to $99,999",Some College,0,0
Prince Edward Island,1,ages45to54,"$75,000 to $99,999",Some University,0,0
Prince Edward Island,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,0,0
Prince Edward Island,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Prince Edward Island,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$100,000 to $ 124,999",Some College,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$100,000 to $ 124,999",Some University,0,0
Prince Edward Island,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Prince Edward Island,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Prince Edward Island,1,ages45to54,"$125,000 and more",No Highschool,0,0
Prince Edward Island,1,ages45to54,"$125,000 and more",Completed Highschool,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$125,000 and more",Some College,1,0.0014749262536873156
Prince Edward Island,1,ages45to54,"$125,000 and more",Some University,0,0
Prince Edward Island,1,ages45to54,"$125,000 and more",Bachelor's Degree,0,0
Prince Edward Island,1,ages45to54,"$125,000 and more",Degree above Bachelor's,0,0
Quebec,0,ages45to54,"Less than $25,000",No Highschool,13,0.003525901817195552
Quebec,0,ages45to54,"Less than $25,000",Completed Highschool,15,0.0040683482506102524
Quebec,0,ages45to54,"Less than $25,000",Some College,33,0.008950366151342554
Quebec,0,ages45to54,"Less than $25,000",Some University,0,0
Quebec,0,ages45to54,"Less than $25,000",Bachelor's Degree,5,0.0013561160835367507
Quebec,0,ages45to54,"Less than $25,000",Degree above Bachelor's,3,8.136696501220504e-4
Quebec,0,ages45to54,"$25,000 to $49,999",No Highschool,7,0.001898562516951451
Quebec,0,ages45to54,"$25,000 to $49,999",Completed Highschool,26,0.007051803634391104
Quebec,0,ages45to54,"$25,000 to $49,999",Some College,36,0.009764035801464606
Quebec,0,ages45to54,"$25,000 to $49,999",Some University,3,8.136696501220504e-4
Quebec,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,14,0.003797125033902902
