province,male,agegroup,income,education,n,cell_prop_of_division_total
Newfoundland and Labrador,1,ages18to24,"$75,000 to $99,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages18to24,"$100,000 to $ 124,999",No Highschool,0,0
Newfoundland and Labrador,1,ages18to24,"$100,000 to $ 124,999",Completed Highschool,0,0
Newfoundland and Labrador,1,ages18to24,"$100,000 to $ 124,999",Some College,0,0
Newfoundland and Labrador,1,ages18to24,"$100,000 to $ 124,999",Some University,0,0
Newfoundland and Labrador,1,ages18to24,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages18to24,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages18to24,"$125,000 and more",No Highschool,0,0
Newfoundland and Labrador,1,ages18to24,"$125,000 and more",Completed Highschool,0,0
Newfoundland and Labrador,1,ages18to24,"$125,000 and more",Some College,0,0
Newfoundland and Labrador,1,ages18to24,"$125,000 and more",Some University,0,0
Newfoundland and Labrador,1,ages18to24,"$125,000 and more",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages18to24,"$125,000 and more",Degree above Bachelor's,0,0
Nova Scotia,0,ages18to24,"Less than $25,000",No Highschool,2,0.0014419610670511895
Nova Scotia,0,ages18to24,"Less than $25,000",Completed Highschool,16,0.011535688536409516
Nova Scotia,0,ages18to24,"Less than $25,000",Some College,4,0.002883922134102379
Nova Scotia,0,ages18to24,"Less than $25,000",Some University,0,0
Nova Scotia,0,ages18to24,"Less than $25,000",Bachelor's Degree,2,0.0014419610670511895
Nova Scotia,0,ages18to24,"Less than $25,000",Degree above Bachelor's,0,0
Nova Scotia,0,ages18to24,"$25,000 to $49,999",No Highschool,1,7.209805335255948e-4
Nova Scotia,0,ages18to24,"$25,000 to $49,999",Completed Highschool,2,0.0014419610670511895
Nova Scotia,0,ages18to24,"$25,000 to $49,999",Some College,2,0.0014419610670511895
Nova Scotia,0,ages18to24,"$25,000 to $49,999",Some University,1,7.209805335255948e-4
Nova Scotia,0,ages18to24,"$25,000 to $49,999",Bachelor's Degree,1,7.209805335255948e-4
Nova Scotia,0,ages18to24,"$25,000 to $49,999",Degree above Bachelor's,0,0
Nova Scotia,0,ages18to24,"$50,000 to $74,999",No Highschool,0,0
Nova Scotia,0,ages18to24,"$50,000 to $74,999",Completed Highschool,0,0
Nova Scotia,0,ages18to24,"$50,000 to $74,999",Some College,0,0
Nova Scotia,0,ages18to24,"$50,000 to $74,999",Some University,0,0
Nova Scotia,0,ages18to24,"$50,000 to $74,999",Bachelor's Degree,0,0
Nova Scotia,0,ages18to24,"$50,000 to $74,999",Degree above Bachelor's,0,0
Nova Scotia,0,ages18to24,"$75,000 to $99,999",No Highschool,0,0
Nova Scotia,0,ages18to24,"$75,000 to $99,999",Completed Highschool,0,0
Nova Scotia,0,ages18to24,"$75,000 to $99,999",Some College,0,0
Nova Scotia,0,ages18to24,"$75,000 to $99,999",Some University,0,0
Nova Scotia,0,ages18to24,"$75,000 to $99,999",Bachelor's Degree,0,0
Nova Scotia,0,ages18to24,"$75,000 to $99,999",Degree above Bachelor's,0,0
Nova Scotia,0,ages18to24,"$100,000 to $ 124,999",No Highschool,0,0
Nova Scotia,0,ages18to24,"$100,000 to $ 124,999",Completed Highschool,0,0
Nova Scotia,0,ages18to24,"$100,000 to $ 124,999",Some College,0,0
Nova Scotia,0,ages18to24,"$100,000 to $ 124,999",Some University,0,0
Nova Scotia,0,ages18to24,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Nova Scotia,0,ages18to24,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Nova Scotia,0,ages18to24,"$125,000 and more",No Highschool,0,0
Nova Scotia,0,ages18to24,"$125,000 and more",Completed Highschool,0,0
Nova Scotia,0,ages18to24,"$125,000 and more",Some College,0,0
Nova Scotia,0,ages18to24,"$125,000 and more",Some University,0,0
Nova Scotia,0,ages18to24,"$125,000 and more",Bachelor's Degree,0,0
Nova Scotia,0,ages18to24,"$125,000 and more",Degree above Bachelor's,0,0
Nova Scotia,1,ages18to24,"Less than $25,000",No Highschool,4,0.002883922134102379
Nova Scotia,1,ages18to24,"Less than $25,000",Completed Highschool,16,0.011535688536409516
Nova Scotia,1,ages18to24,"Less than $25,000",Some College,2,0.0014419610670511895
Nova Scotia,1,ages18to24,"Less than $25,000",Some University,0,0
Nova Scotia,1,ages18to24,"Less than $25,000",Bachelor's Degree,3,0.0021629416005767843
Nova Scotia,1,ages18to24,"Less than $25,000",Degree above Bachelor's,0,0
Nova Scotia,1,ages18to24,"$25,000 to $49,999",No Highschool,1,7.209805335255948e-4
Nova Scotia,1,ages18to24,"$25,000 to $49,999",Completed Highschool,5,0.003604902667627974
Nova Scotia,1,ages18to24,"$25,000 to $49,999",Some College,1,7.209805335255948e-4
Nova Scotia,1,ages18to24,"$25,000 to $49,999",Some University,0,0
Nova Scotia,1,ages18to24,"$25,000 to $49,999",Bachelor's Degree,1,7.209805335255948e-4
Nova Scotia,1,ages18to24,"$25,000 to $49,999",Degree above Bachelor's,0,0
Nova Scotia,1,ages18to24,"$50,000 to $74,999",No Highschool,0,0
Nova Scotia,1,ages18to24,"$50,000 to $74,999",Completed Highschool,1,7.209805335255948e-4
Nova Scotia,1,ages18to24,"$50,000 to $74,999",Some College,1,7.209805335255948e-4
Nova Scotia,1,ages18to24,"$50,000 to $74,999",Some University,0,0
Nova Scotia,1,ages18to24,"$50,000 to $74,999",Bachelor's Degree,0,0
Nova Scotia,1,ages18to24,"$50,000 to $74,999",Degree above Bachelor's,0,0
Nova Scotia,1,ages18to24,"$75,000 to $99,999",No Highschool,0,0
Nova Scotia,1,ages18to24,"$75,000 to $99,999",Completed Highschool,0,0
Nova Scotia,1,ages18to24,"$75,000 to $99,999",Some College,0,0
Nova Scotia,1,ages18to24,"$75,000 to $99,999",Some University,0,0
Nova Scotia,1,ages18to24,"$75,000 to $99,999",Bachelor's Degree,0,0
Nova Scotia,1,ages18to24,"$75,000 to $99,999",Degree above Bachelor's,0,0
Nova Scotia,1,ages18to24,"$100,000 to $ 124,999",No Highschool,0,0
Nova Scotia,1,ages18to24,"$100,000 to $ 124,999",Completed Highschool,0,0
Nova Scotia,1,ages18to24,"$100,000 to $ 124,999",Some College,0,0
Nova Scotia,1,ages18to24,"$100,000 to $ 124,999",Some University,0,0
Nova Scotia,1,ages18to24,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Nova Scotia,1,ages18to24,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Nova Scotia,1,ages18to24,"$125,000 and more",No Highschool,0,0
Nova Scotia,1,ages18to24,"$125,000 and more",Completed Highschool,0,0
Nova Scotia,1,ages18to24,"$125,000 and more",Some College,0,0
Nova Scotia,1,ages18to24,"$125,000 and more",Some University,0,0
Nova Scotia,1,ages18to24,"$125,000 and more",Bachelor's Degree,0,0
Nova Scotia,1,ages18to24,"$125,000 and more",Degree above Bachelor's,0,0
Ontario,0,ages18to24,"Less than $25,000",No Highschool,16,0.0029662588060808304
Ontario,0,ages18to24,"Less than $25,000",Completed Highschool,72,0.013348164627363738
Ontario,0,ages18to24,"Less than $25,000",Some College,24,0.004449388209121246
Ontario,0,ages18to24,"Less than $25,000",Some University,1,1.853911753800519e-4
Ontario,0,ages18to24,"Less than $25,000",Bachelor's Degree,21,0.00389321468298109
Ontario,0,ages18to24,"Less than $25,000",Degree above Bachelor's,0,0
Ontario,0,ages18to24,"$25,000 to $49,999",No Highschool,0,0
Ontario,0,ages18to24,"$25,000 to $49,999",Completed Highschool,8,0.0014831294030404152
Ontario,0,ages18to24,"$25,000 to $49,999",Some College,8,0.0014831294030404152
Ontario,0,ages18to24,"$25,000 to $49,999",Some University,2,3.707823507601038e-4
Ontario,0,ages18to24,"$25,000 to $49,999",Bachelor's Degree,6,0.0011123470522803114
Ontario,0,ages18to24,"$25,000 to $49,999",Degree above Bachelor's,0,0
Ontario,0,ages18to24,"$50,000 to $74,999",No Highschool,0,0
Ontario,0,ages18to24,"$50,000 to $74,999",Completed Highschool,0,0
Ontario,0,ages18to24,"$50,000 to $74,999",Some College,2,3.707823507601038e-4
Ontario,0,ages18to24,"$50,000 to $74,999",Some University,0,0
Ontario,0,ages18to24,"$50,000 to $74,999",Bachelor's Degree,6,0.0011123470522803114
Ontario,0,ages18to24,"$50,000 to $74,999",Degree above Bachelor's,0,0
Ontario,0,ages18to24,"$75,000 to $99,999",No Highschool,0,0
Ontario,0,ages18to24,"$75,000 to $99,999",Completed Highschool,0,0
Ontario,0,ages18to24,"$75,000 to $99,999",Some College,0,0
Ontario,0,ages18to24,"$75,000 to $99,999",Some University,0,0
Ontario,0,ages18to24,"$75,000 to $99,999",Bachelor's Degree,0,0
Ontario,0,ages18to24,"$75,000 to $99,999",Degree above Bachelor's,0,0
Ontario,0,ages18to24,"$100,000 to $ 124,999",No Highschool,0,0
Ontario,0,ages18to24,"$100,000 to $ 124,999",Completed Highschool,0,0
Ontario,0,ages18to24,"$100,000 to $ 124,999",Some College,0,0
Ontario,0,ages18to24,"$100,000 to $ 124,999",Some University,0,0
Ontario,0,ages18to24,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Ontario,0,ages18to24,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Ontario,0,ages18to24,"$125,000 and more",No Highschool,0,0
Ontario,0,ages18to24,"$125,000 and more",Completed Highschool,0,0
Ontario,0,ages18to24,"$125,000 and more",Some College,0,0
Ontario,0,ages18to24,"$125,000 and more",Some University,0,0
Ontario,0,ages18to24,"$125,000 and more",Bachelor's Degree,0,0
Ontario,0,ages18to24,"$125,000 and more",Degree above Bachelor's,0,0
Ontario,1,ages18to24,"Less than $25,000",No Highschool,9,0.0016685205784204673
Ontario,1,ages18to24,"Less than $25,000",Completed Highschool,75,0.013904338153503892
Ontario,1,ages18to24,"Less than $25,000",Some College,16,0.0029662588060808304
Ontario,1,ages18to24,"Less than $25,000",Some University,0,0
Ontario,1,ages18to24,"Less than $25,000",Bachelor's Degree,11,0.002039302929180571
Ontario,1,ages18to24,"Less than $25,000",Degree above Bachelor's,1,1.853911753800519e-4
Ontario,1,ages18to24,"$25,000 to $49,999",No Highschool,1,1.853911753800519e-4
Ontario,1,ages18to24,"$25,000 to $49,999",Completed Highschool,12,0.002224694104560623
Ontario,1,ages18to24,"$25,000 to $49,999",Some College,9,0.0016685205784204673
Ontario,1,ages18to24,"$25,000 to $49,999",Some University,0,0
Ontario,1,ages18to24,"$25,000 to $49,999",Bachelor's Degree,4,7.415647015202076e-4
Ontario,1,ages18to24,"$25,000 to $49,999",Degree above Bachelor's,0,0
Ontario,1,ages18to24,"$50,000 to $74,999",No Highschool,0,0
Ontario,1,ages18to24,"$50,000 to $74,999",Completed Highschool,6,0.0011123470522803114
Ontario,1,ages18to24,"$50,000 to $74,999",Some College,1,1.853911753800519e-4
Ontario,1,ages18to24,"$50,000 to $74,999",Some University,0,0
Ontario,1,ages18to24,"$50,000 to $74,999",Bachelor's Degree,1,1.853911753800519e-4
Ontario,1,ages18to24,"$50,000 to $74,999",Degree above Bachelor's,0,0
Ontario,1,ages18to24,"$75,000 to $99,999",No Highschool,0,0
Ontario,1,ages18to24,"$75,000 to $99,999",Completed Highschool,0,0
Ontario,1,ages18to24,"$75,000 to $99,999",Some College,0,0
Ontario,1,ages18to24,"$75,000 to $99,999",Some University,0,0
Ontario,1,ages18to24,"$75,000 to $99,999",Bachelor's Degree,0,0
Ontario,1,ages18to24,"$75,000 to $99,999",Degree above Bachelor's,0,0
Ontario,1,ages18to24,"$100,000 to $ 124,999",No Highschool,0,0
Ontario,1,ages18to24,"$100,000 to $ 124,999",Completed Highschool,0,0
Ontario,1,ages18to24,"$100,000 to $ 124,999",Some College,0,0
Ontario,1,ages18to24,"$100,000 to $ 124,999",Some University,0,0
Ontario,1,ages18to24,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Ontario,1,ages18to24,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Ontario,1,ages18to24,"$125,000 and more",No Highschool,0,0
Ontario,1,ages18to24,"$125,000 and more",Completed Highschool,0,0
Ontario,1,ages18to24,"$125,000 and more",Some College,0,0
Ontario,1,ages18to24,"$125,000 and more",Some University,0,0
Ontario,1,ages18to24,"$125,000 and more",Bachelor's Degree,0,0
Ontario,1,ages18to24,"$125,000 and more",Degree above Bachelor's,0,0
Prince Edward Island,0,ages18to24,"Less than $25,000",No Highschool,2,0.0029498525073746312
Prince Edward Island,0,ages18to24,"Less than $25,000",Completed Highschool,5,0.007374631268436578
Prince Edward Island,0,ages18to24,"Less than $25,000",Some College,0,0
Prince Edward Island,0,ages18to24,"Less than $25,000",Some University,0,0
Prince Edward Island,0,ages18to24,"Less than $25,000",Bachelor's Degree,4,0.0058997050147492625
Prince Edward Island,0,ages18to24,"Less than $25,000",Degree above Bachelor's,0,0
Prince Edward Island,0,ages18to24,"$25,000 to $49,999",No Highschool,0,0
Prince Edward Island,0,ages18to24,"$25,000 to $49,999",Completed Highschool,4,0.0058997050147492625
Prince Edward Island,0,ages18to24,"$25,000 to $49,999",Some College,1,0.0014749262536873156
Prince Edward Island,0,ages18to24,"$25,000 to $49,999",Some University,0,0
Prince Edward Island,0,ages18to24,"$25,000 to $49,999",Bachelor's Degree,0,0
Prince Edward Island,0,ages18to24,"$25,000 to $49,999",Degree above Bachelor's,0,0
Prince Edward Island,0,ages18to24,"$50,000 to $74,999",No Highschool,0,0
Prince Edward Island,0,ages18to24,"$50,000 to $74,999",Completed Highschool,0,0
Prince Edward Island,0,ages18to24,"$50,000 to $74,999",Some College,0,0
Prince Edward Island,0,ages18to24,"$50,000 to $74,999",Some University,0,0
Prince Edward Island,0,ages18to24,"$50,000 to $74,999",Bachelor's Degree,0,0
Prince Edward Island,0,ages18to24,"$50,000 to $74,999",Degree above Bachelor's,0,0
Prince Edward Island,0,ages18to24,"$75,000 to $99,999",No Highschool,0,0
Prince Edward Island,0,ages18to24,"$75,000 to $99,999",Completed Highschool,0,0
Prince Edward Island,0,ages18to24,"$75,000 to $99,999",Some College,0,0
Prince Edward Island,0,ages18to24,"$75,000 to $99,999",Some University,0,0
Prince Edward Island,0,ages18to24,"$75,000 to $99,999",Bachelor's Degree,0,0
Prince Edward Island,0,ages18to24,"$75,000 to $99,999",Degree above Bachelor's,0,0
Prince Edward Island,0,ages18to24,"$100,000 to $ 124,999",No Highschool,0,0
Prince Edward Island,0,ages18to24,"$100,000 to $ 124,999",Completed Highschool,0,0
Prince Edward Island,0,ages18to24,"$100,000 to $ 124,999",Some College,0,0
Prince Edward Island,0,ages18to24,"$100,000 to $ 124,999",Some University,0,0
Prince Edward Island,0,ages18to24,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Prince Edward Island,0,ages18to24,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Prince Edward Island,0,ages18to24,"$125,000 and more",No Highschool,0,0
Prince Edward Island,0,ages18to24,"$125,000 and more",Completed Highschool,0,0
Prince Edward Island,0,ages18to24,"$125,000 and more",Some College,0,0
Prince Edward Island,0,ages18to24,"$125,000 and more",Some University,0,0
Prince Edward Island,0,ages18to24,"$125,000 and more",Bachelor's Degree,0,0
Prince Edward Island,0,ages18to24,"$125,000 and more",Degree above Bachelor's,0,0
Prince Edward Island,1,ages18to24,"Less than $25,000",No Highschool,4,0.0058997050147492625
Prince Edward Island,1,ages18to24,"Less than $25,000",Completed Highschool,9,0.01327433628318584
Prince Edward Island,1,ages18to24,"Less than $25,000",Some College,2,0.0029498525073746312
Prince Edward Island,1,ages18to24,"Less than $25,000",Some University,0,0
Prince Edward Island,1,ages18to24,"Less than $25,000",Bachelor's Degree,0,0
Prince Edward Island,1,ages18to24,"Less than $25,000",Degree above Bachelor's,0,0
Prince Edward Island,1,ages18to24,"$25,000 to $49,999",No Highschool,0,0
Prince Edward Island,1,ages18to24,"$25,000 to $49,999",Completed Highschool,1,0.0014749262536873156
Prince Edward Island,1,ages18to24,"$25,000 to $49,999",Some College,3,0.004424778761061947
Prince Edward Island,1,ages18to24,"$25,000 to $49,999",Some University,0,0
Prince Edward Island,1,ages18to24,"$25,000 to $49,999",Bachelor's Degree,0,0
Prince Edward Island,1,ages18to24,"$25,000 to $49,999",Degree above Bachelor's,0,0
Prince Edward Island,1,ages18to24,"$50,000 to $74,999",No Highschool,0,0
Prince Edward Island,1,ages18to24,"$50,000 to $74,999",Completed Highschool,1,0.0014749262536873156
Prince Edward Island,1,ages18to24,"$50,000 to $74,999",Some College,1,0.0014749262536873156
Prince Edward Island,1,ages18to24,"$50,000 to $74,999",Some University,0,0
Prince Edward Island,1,ages18to24,"$50,000 to $74,999",Bachelor's Degree,0,0
Prince Edward Island,1,ages18to24,"$50,000 to $74,999",Degree above Bachelor's,0,0
Prince Edward Island,1,ages18to24,"$75,000 to $99,999",No Highschool,0,0
Prince Edward Island,1,ages18to24,"$75,000 to $99,999",Completed Highschool,1,0.0014749262536873156
Prince Edward Island,1,ages18to24,"$75,000 to $99,999",Some College,0,0
Prince Edward Island,1,ages18to24,"$75,000 to $99,999",Some University,0,0
Prince Edward Island,1,ages18to24,"$75,000 to $99,999",Bachelor's Degree,0,0
Prince Edward Island,1,ages18to24,"$75,000 to $99,999",Degree above Bachelor's,0,0
Prince Edward Island,1,ages18to24,"$100,000 to $ 124,999",No Highschool,0,0
Prince Edward Island,1,ages18to24,"$100,000 to $ 124,999",Completed Highschool,0,0
Prince Edward Island,1,ages18to24,"$100,000 to $ 124,999",Some College,0,0
Prince Edward Island,1,ages18to24,"$100,000 to $ 124,999",Some University,0,0
Prince Edward Island,1,ages18to24,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Prince Edward Island,1,ages18to24,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Prince Edward Island,1,ages18to24,"$125,000 and more",No Highschool,0,0
Prince Edward Island,1,ages18to24,"$125,000 and more",Completed Highschool,0,0
Prince Edward Island,1,ages18to24,"$125,000 and more",Some College,0,0
Prince Edward Island,1,ages18to24,"$125,000 and more",Some University,0,0
Prince Edward Island,1,ages18to24,"$125,000 and more",Bachelor's Degree,0,0
Prince Edward Island,1,ages18to24,"$125,000 and more",Degree above Bachelor's,0,0
Quebec,0,ages18to24,"Less than $25,000",No Highschool,4,0.0010848928668294006
Quebec,0,ages18to24,"Less than $25,000",Completed Highschool,25,0.0067805804176837535
Quebec,0,ages18to24,"Less than $25,000",Some College,35,0.009492812584757255
Quebec,0,ages18to24,"Less than $25,000",Some University,0,0
Quebec,0,ages18to24,"Less than $25,000",Bachelor's Degree,5,0.0013561160835367507
Quebec,0,ages18to24,"Less than $25,000",Degree above Bachelor's,0,0
Quebec,0,ages18to24,"$25,000 to $49,999",No Highschool,1,2.7122321670735016e-4
Quebec,0,ages18to24,"$25,000 to $49,999",Completed Highschool,5,0.0013561160835367507
Quebec,0,ages18to24,"$25,000 to $49,999",Some College,7,0.001898562516951451
Quebec,0,ages18to24,"$25,000 to $49,999",Some University,1,2.7122321670735016e-4
Quebec,0,ages18to24,"$25,000 to $49,999",Bachelor's Degree,3,8.136696501220504e-4
Quebec,0,ages18to24,"$25,000 to $49,999",Degree above Bachelor's,0,0
Quebec,0,ages18to24,"$50,000 to $74,999",No Highschool,0,0
Quebec,0,ages18to24,"$50,000 to $74,999",Completed Highschool,0,0
Quebec,0,ages18to24,"$50,000 to $74,999",Some College,1,2.7122321670735016e-4
Quebec,0,ages18to24,"$50,000 to $74,999",Some University,0,0
Quebec,0,ages18to24,"$50,000 to $74,999",Bachelor's Degree,0,0
Quebec,0,ages18to24,"$50,000 to $74,999",Degree above Bachelor's,0,0
Quebec,0,ages18to24,"$75,000 to $99,999",No Highschool,0,0
Quebec,0,ages18to24,"$75,000 to $99,999",Completed Highschool,0,0
Quebec,0,ages18to24,"$75,000 to $99,999",Some College,0,0
Quebec,0,ages18to24,"$75,000 to $99,999",Some University,0,0
